name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	durability	nodurability	cost	gamble cost	code	alternategfx	namestr	auto prefix	normcode	ubercode	ultracode	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	diablocloneweight
Ith Rune Stack	0	100	15	0	15			3	1	0		1	2240		s06	r06	r06		s06	s06	s06	16	1	1	0	0	0	flprun	invrIth		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tal Rune Stack	0	100	17	0	17			4	1	0		1	3500		s07	r07	r07		s07	s07	s07	16	1	1	0	0	0	flprun	invrTal		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ral Rune Stack	0	100	19	0	19			5	1	0		1	5040		s08	r08	r08		s08	s08	s08	16	1	1	0	0	0	flprun	invrRal		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ort Rune Stack	0	100	21	0	21			6	1	0		1	6860		s09	r09	r09		s09	s09	s09	16	1	1	0	0	0	flprun	invrOrt		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Thul Rune Stack	0	100	23	0	23			7	1	0		1	8960		s10	r10	r10		s10	s10	s10	16	1	1	0	0	0	flprun	invrThul		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Amn Rune Stack	0	100	25	0	25			8	1	0		1	11340		s11	r11	r11		s11	s11	s11	16	1	1	0	0	0	flprun	invrAmn		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Sol Rune Stack	0	100	27	0	27			9	1	0		1	14000		s12	r12	r12		s12	s12	s12	16	1	1	0	0	0	flprun	invrSol		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Shael Rune Stack	0	100	29	0	29			10	1	0		1	16940		s13	r13	r13		s13	s13	s13	16	1	1	0	0	0	flprun	invrShae		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Dol Rune Stack	0	100	31	0	31			11	1	0		1	20160		s14	r14	r14		s14	s14	s14	16	1	1	0	0	0	flprun	invrDol		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Hel Rune Stack	0	100	33	0	0			12	1	0		1	1715		s15	r15	r15		s15	s15	s15	16	1	1	0	0	0	flprun	invrHel		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Io Rune Stack	0	100	35	0	35			13	1	0		1	27440		s16	r16	r16		s16	s16	s16	16	1	1	0	0	0	flprun	invrIo		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lum Rune Stack	0	100	37	0	37			14	1	0		1	31500		s17	r17	r17		s17	s17	s17	16	1	1	0	0	0	flprun	invrLum		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ko Rune Stack	0	100	39	0	39			15	1	0		1	35840		s18	r18	r18		s18	s18	s18	16	1	1	0	0	0	flprun	invrKo		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Fal Rune Stack	0	100	41	0	41			16	1	0		1	40460		s19	r19	r19		s19	s19	s19	16	1	1	0	0	0	flprun	invrFal		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lem Rune Stack	0	100	43	0	43			17	1	0		1	45360		s20	r20	r20		s20	s20	s20	16	1	1	0	0	0	flprun	invrLem		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Pul Rune Stack	0	100	45	0	45			18	1	0		1	50540		s21	r21	r21		s21	s21	s21	16	1	1	0	0	0	flprun	invrPul		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Um Rune Stack	0	100	47	0	47			19	1	0		1	56000		s22	r22	r22		s22	s22	s22	16	1	1	0	0	0	flprun	invrUm		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Mal Rune Stack	0	100	49	0	49			20	1	0		1	61740		s23	r23	r23		s23	s23	s23	16	1	1	0	0	0	flprun	invrMal		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ist Rune Stack	0	100	51	0	51			21	1	0		1	67760		s24	r24	r24		s24	s24	s24	16	1	1	0	0	0	flprun	invrIst		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Gul Rune Stack	0	100	53	0	53			22	1	0		1	74060		s25	r25	r25		s25	s25	s25	16	1	1	0	0	0	flprun	invrGul		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Vex Rune Stack	0	100	55	0	55			23	1	0		1	80640		s26	r26	r26		s26	s26	s26	16	1	1	0	0	0	flprun	invrVex		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ohm Rune Stack	0	100	57	0	57			24	1	0		1	87500		s27	r27	r27		s27	s27	s27	16	1	1	0	0	0	flprun	invrOhm		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lo Rune Stack	0	100	59	0	59			25	1	0		1	94640		s28	r28	r28		s28	s28	s28	16	1	1	0	0	0	flprun	invrLo		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Sur Rune Stack	0	100	61	0	61			26	1	0		1	102060		s29	r29	r29		s29	s29	s29	16	1	1	0	0	0	flprun	invrSur		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ber Rune Stack	0	100	63	0	63			27	1	0		1	109760		s30	r30	r30		s30	s30	s30	16	1	1	0	0	0	flprun	invrBer		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Jah Rune Stack	0	100	65	0	65			28	1	0		1	117740		s31	r31	r31		s31	s31	s31	16	1	1	0	0	0	flprun	invrJo		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Cham Rune Stack	0	100	67	0	67			29	1	0		1	126000		s32	r32	r32		s32	s32	s32	16	1	1	0	0	0	flprun	invrCham		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Zod Rune Stack	0	100	69	0	69			30	1	0		1	134540		s33	r33	r33		s33	s33	s33	16	1	1	0	0	0	flprun	invrZod		0	xxx			0	runs		item_rune	12	item_rune	0	0	5	0	0	0	1	1	100	1			0	-1	-1											2	StackableRune			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Key of Terror Stack	0	100	0	0	0			1	1	0		1	99999		sk1	key	pk1		sk1	sk1	sk1	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	skey		item_key	12	item_key	0	0	5	0	0	0	1	1	100	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Key of Hate Stack	0	100	0	0	0			1	1	0		1	99999		sk2	key	pk2		sk2	sk2	sk2	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	skey		item_key	12	item_key	0	0	5	0	0	0	1	1	100	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Key of Destruction Stack	0	100	0	0	0			1	1	0		1	99999		sk3	key	pk3		sk3	sk3	sk3	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	skey		item_key	12	item_key	0	0	5	0	0	0	1	1	100	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Magic Orb	1	100	0	0	0			1	1	0		1	4000		or1	or1	or1		or1	or1	or1	16	1	1	0	0	0	flpgsb	invgsbb		0	xxx			0	orbs		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrMagicOrb			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Rare Orb	1	100	0	0	0			1	1	0		1	4000		or2	or2	or2		or2	or2	or2	16	1	1	0	0	0	flpgsy	invgsyc		0	xxx			0	orbs		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrRareOrb			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Charsi's Malus	1	100	0	0	0			3	1	0		1	2500000		or3	or3	or3		or3	or3	or3	16	1	2	0	0	0	flpgsy	invgsyc		0	xxx			0	orbs		item_sword	12	item_sword	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrCharsiMalus			0	0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Worldstone Shard	1	100	0	0	0			1	1	0		1	4000		wss	wss	wss		wss	wss	wss	16	1	1	0	0	0	flpgsy	invgsyc		0	xxx			0	orbs		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrCorrupt			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Larzuk's Hammer	1	100	0	0	0			3	1	0		1	2500000		or4	or4	or4		or4	or4	or4	16	1	2	0	0	0	flpgsy	invgsyc		0	xxx			0	orbs		item_sword	12	item_sword	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrLarzukHammer			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255					255	0	0	0	xxx	xxx						
Hellforge Tongs	1	100	0	0	0			1	1	0		1	4000		or5	or5	or5		or5	or5	or5	16	1	1	0	0	0	flpgsy	invgsyc		0	xxx			0	orbs		item_sword	12	item_sword	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrLarzukTools			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Etheral Core	1	100	0	0	0			1	1	0		1	4000		or6	or6	or6		or6	or6	or6	16	1	1	0	0	0	flpgsy	invgsyc		0	xxx			0	orbs		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrAetheralScroll			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Voidstone Relic	1	100	0	0	0			1	1	0		1	4000		or7	or7	or7		or7	or7	or7	16	1	1	0	0	0	flpgsy	invgsyc		0	xxx			0	orbs		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrZodStone			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Horradric Mirror	1	100	0	0	0			1	1	0		1	4000		or8	or8	or8		or8	or8	or8	16	1	2	0	0	0	flpgsy	invgsyc		0	xxx			0	orbs		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrMirrorItem			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Horradric Mirror - Charm	0	100	0	0	0			8	1	0		1	1		mcm	rld	mcm		mcm	mcm	mcm	16	1	2	0	0	0	flpchm1	invchm		0	xxx			0	scha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0	37	1	0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Mod Maker's Chest	1	100	0	0	0			999	0	0		1	1		chs	chs	chs		chs	chs	chs	16	2	2	0	0	0	flpgsb	invgsbb		0	xxx			0	misc		item_rare	12	item_rare	1	0	5	0	0	0	0	0	0	0	37	1	0	-1	-1											2	StrChestModMaker			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Small Charm	0	100	28	1	0			8	1	0		1	1		cms	cms	cms		cms	cms	cms	16	2	2	0	0	0	flpchm1	invchm		0	xxx			0	chms		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crafting Token of Hit Power	1	100	0	0	0			1	1	0		1	2000		ct1	ct1	ct1		ct1	ct1	ct1	16	1	1	0	0	0	flpgsb	invgsbb		0	xxx			0	orbs		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrCraftHitPower			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crafting Token of Blood	1	100	0	0	0			1	1	0		1	2000		ct2	ct2	ct2		ct2	ct2	ct2	16	1	1	0	0	0	flpgsb	invgsbb		0	xxx			0	orbs		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrCraftBlood			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crafting Token of Cast	1	100	0	0	0			1	1	0		1	2000		ct3	ct3	ct3		ct3	ct3	ct3	16	1	1	0	0	0	flpgsb	invgsbb		0	xxx			0	orbs		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrCraftCasting			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crafting Token of Safety	1	100	0	0	0			1	1	0		1	2000		ct4	ct4	ct4		ct4	ct4	ct4	16	1	1	0	0	0	flpgsb	invgsbb		0	xxx			0	orbs		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrCraftSafety			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crafting Token of Speed	1	100	0	0	0			1	1	0		1	2000		ct5	ct5	ct5		ct5	ct5	ct5	16	1	1	0	0	0	flpgsb	invgsbb		0	xxx			0	orbs		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrCraftSpeed			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crafting Token of Treasure	1	100	0	0	0			1	1	0		1	2000		ct6	ct6	ct6		ct6	ct6	ct6	16	1	1	0	0	0	flpgsb	invgsbb		0	xxx			0	orbs		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrCraftSpeed			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Crafting Token of Shadow	1	100	0	0	0			1	1	0		1	2000		ct7	ct7	ct7		ct7	ct7	ct7	16	1	1	0	0	0	flpgsb	invgsbb		0	xxx			0	orbs		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrCraftSpeed			0	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll B Tier - Strength	1	100	0	0	0			1	1	0		1	1		b01	b01	b01		b01	b01	b01	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll B Tier - Dexterity	1	100	0	0	0			1	1	0		1	1		b02	b01	b02		b02	b02	b02	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll B Tier - Vitality	1	100	0	0	0			1	1	0		1	1		b03	b01	b03		b03	b03	b03	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll B Tier - Energy	1	100	0	0	0			1	1	0		1	1		b04	b01	b04		b04	b04	b04	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll B Tier - Attack Rating	1	100	0	0	0			1	1	0		1	1		b05	b01	b05		b05	b05	b05	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll B Tier - Damage goes to Mana	1	100	0	0	0			1	1	0		1	1		b06	b01	b06		b06	b06	b06	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll B Tier - Thorns	1	100	0	0	0			1	1	0		1	1		b07	b01	b07		b07	b07	b07	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll B Tier - Magic Damage Reduced	1	100	0	0	0			1	1	0		1	1		b08	b01	b08		b08	b08	b08	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll B Tier - Damage Reduced	1	100	0	0	0			1	1	0		1	1		b09	b01	b09		b09	b09	b09	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll B Tier - Life	1	100	0	0	0			1	1	0		1	1		b10	b01	b10		b10	b10	b10	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll B Tier - Mana	1	100	0	0	0			1	1	0		1	1		b11	b01	b11		b11	b11	b11	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll B Tier - +# Life after each Kill	1	100	0	0	0			1	1	0		1	1		b12	b01	b12		b12	b12	b12	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll B Tier - +# Mana after each Kill	1	100	0	0	0			1	1	0		1	1		b13	b01	b13		b13	b13	b13	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Fire Resist	1	100	0	0	0			2	1	0		1	1		a01	a01	a01		a01	a01	a01	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tempering Scroll A Tier - Cold Resist	1	100	0	0	0			2	1	0		1	1		a02	a01	a02		a02	a02	a02	16	1	1	0	0	0	flpscr	invscb		0	xxx			0	craf		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1											2	StrTemperingItem			8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
